id,uuid,observed_on_string,observed_on,time_observed_at,user_id,user_login,user_name,created_at,updated_at,url,image_url,tag_list,description,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_device,place_town_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
38352235,3437b895-c8c3-40f2-a2d2-11d7fc8a5867,2019/11/02 10:10 PM PDT,11/2/2019,2019-11-03 05:10:00 UTC,2532824,elvapaulson,,2020-02-06 06:12:55 UTC,2020-04-06 13:52:53 UTC,https://www.inaturalist.org/observations/38352235,https://inaturalist-open-data.s3.amazonaws.com/photos/60940920/medium.jpg,,,FALSE,"Coos County, OR, USA",43.16796913,-124.3547929,200,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
38450520,decf5cf5-fe29-4f59-ad3b-8ec523a54bf3,2020/02/08 10:30 AM PST,2/8/2020,2020-02-08 18:30:00 UTC,15366,mikepatterson,Mike Patterson,2020-02-09 03:09:44 UTC,2024-07-26 15:58:06 UTC,https://www.inaturalist.org/observations/38450520,https://inaturalist-open-data.s3.amazonaws.com/photos/61110867/medium.jpeg,,,FALSE,Hammond Boat Basin,46.20562901,-123.9506446,244,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
39135908,5f14180e-75e1-423b-8ef4-132974cf201f,2020/02/22 11:57 AM PST,2/22/2020,2020-02-22 19:57:00 UTC,2578739,adcarnation,Alison Center,2020-02-24 06:55:37 UTC,2020-08-14 18:38:30 UTC,https://www.inaturalist.org/observations/39135908,https://inaturalist-open-data.s3.amazonaws.com/photos/62085401/medium.jpeg,,Two river otters were eating and swimming around in Row River Nature Park.,FALSE,"Cottage Grove, OR 97424, USA",43.7926407,-123.0285525,244,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
39671739,b69378f7-fa27-4876-9069-7047ae8f20dd,2020/03/07 1:24 PM PST,3/7/2020,2020-03-07 21:24:00 UTC,353521,patty_teague,Patricia Teague,2020-03-07 22:45:45 UTC,2024-07-26 16:03:53 UTC,https://www.inaturalist.org/observations/39671739,https://inaturalist-open-data.s3.amazonaws.com/photos/62961719/medium.jpg,,,FALSE,"Fort Clatsop Nat'l Memorial, Netul trail",46.12039667,-123.8766933,,,,,,open,FALSE,,,vydra severoamerická,Lontra canadensis,North American River Otter,Mammalia,41777
39672490,ffa712df-3ed6-42ae-91e4-eee2a753eddd,2020/03/07 10:31 AM PST,3/7/2020,2020-03-07 18:31:00 UTC,1817411,micahpdx,Micah Carrick,2020-03-07 22:59:29 UTC,2020-08-14 13:24:13 UTC,https://www.inaturalist.org/observations/39672490,https://inaturalist-open-data.s3.amazonaws.com/photos/62961557/medium.jpg,,,FALSE,"Multnomah, Oregon, United States",45.61705652,-122.7319107,,,,,,open,FALSE,,Portland,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
40109624,b64c2169-bff3-4439-bf43-103b549c320e,Mon Mar 16 2020 09:45:26 GMT-0700 (PDT),3/16/2020,2020-03-16 16:45:26 UTC,761336,teachertom,Tom,2020-03-17 01:25:54 UTC,2020-08-14 12:48:35 UTC,https://www.inaturalist.org/observations/40109624,https://static.inaturalist.org/photos/63706350/medium.jpg,,,FALSE,"E Columbia Ave, Scappoose, OR, US",45.75382153,-122.8504443,129,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
40425663,0c291ce8-a3f4-4a90-88f6-2f573f6dc5f3,2020/03/21 10:12 AM PDT,3/21/2020,2020-03-21 17:12:00 UTC,353521,patty_teague,Patricia Teague,2020-03-22 00:17:03 UTC,2024-07-26 16:06:31 UTC,https://www.inaturalist.org/observations/40425663,https://inaturalist-open-data.s3.amazonaws.com/photos/64167318/medium.jpeg,,"Small otter in small muddy creek, several culverts and a tide gate away from the Lewis and Clark River. Thrilling because it's my back yard!",FALSE,Hansen Creek,46.14200167,-123.8777667,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
40998850,ba502b45-8425-4fb7-8c4a-c6c98ab86c45,Sun Mar 29 2020 15:52:06 GMT-0700 (PDT),3/29/2020,2020-03-29 22:52:06 UTC,114140,alexlamoreaux,Alex Lamoreaux,2020-03-29 22:52:26 UTC,2020-08-14 18:40:23 UTC,https://www.inaturalist.org/observations/40998850,https://inaturalist-open-data.s3.amazonaws.com/photos/65415126/medium.jpg,,Two actively hunting around the pond,FALSE,"Billings Reservoir, Ashland, OR, US",42.21308547,-122.7250759,95,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
41044742,f64c8937-9ecc-4527-b72d-6e64829f7ae6,Fri Jan 24 2020 09:28:39 GMT-0800 (PST),1/24/2020,2020-01-24 17:28:39 UTC,580615,chimpsarehungry,Shane Neeley,2020-03-30 15:13:02 UTC,2021-08-31 05:17:24 UTC,https://www.inaturalist.org/observations/41044742,https://inaturalist-open-data.s3.amazonaws.com/photos/65075297/medium.jpg,,,FALSE,"Salish Ponds Park, Fairview, OR, US",45.529675,-122.4462967,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
41448914,c9a06aa3-592c-4e2d-81f1-46cc3495052b,Tue Mar 31 2020 08:20:25 GMT-0700 (PDT),3/31/2020,2020-03-31 15:20:25 UTC,761336,teachertom,Tom,2020-04-05 15:43:50 UTC,2020-08-14 13:08:33 UTC,https://www.inaturalist.org/observations/41448914,https://static.inaturalist.org/photos/65755840/medium.jpg,,,FALSE,"Saint Helens, OR, US",45.87950375,-122.8064651,1090,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
41571536,ecc32576-8db7-46db-8dd6-0797d2bb2249,2020/04/06 12:47 PM PDT,4/6/2020,2020-04-06 19:47:00 UTC,387373,jayras,,2020-04-07 00:19:25 UTC,2021-03-06 05:22:48 UTC,https://www.inaturalist.org/observations/41571536,https://inaturalist-open-data.s3.amazonaws.com/photos/65956736/medium.jpg,,Ate a crayfish and then swam up river.,FALSE,"Clatsop County, OR, USA",46.172375,-123.665237,100,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
41578891,cdf3fc40-0c1b-4498-8d3c-d630a1c467e9,2020/04/06 5:47 PM PDT,4/6/2020,2020-04-07 00:47:00 UTC,601707,jschaefer,John,2020-04-07 02:35:48 UTC,2024-03-08 17:15:46 UTC,https://www.inaturalist.org/observations/41578891,https://inaturalist-open-data.s3.amazonaws.com/photos/65969646/medium.jpg,Roadkill,Roadkill,FALSE,"Coos County, OR, USA",43.38161323,-124.100048,21,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
41973198,7eaff03b-19b0-407f-844b-dc280559e795,2020/03/25 3:59 AM PDT,3/25/2020,2020-03-25 10:59:00 UTC,416993,umpquamatt,Matt Hunter,2020-04-12 04:00:39 UTC,2022-12-22 16:17:46 UTC,https://www.inaturalist.org/observations/41973198,https://static.inaturalist.org/photos/66610996/medium.jpeg,,,FALSE,"Roseburg, OR, USA",43.21798,-123.35222,10,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
42127309,6750cec0-f482-46f2-9b16-4e0fc5b08e92,Mon Apr 13 2020 16:31:37 GMT-0700 (PDT),4/13/2020,2020-04-13 23:31:37 UTC,580615,chimpsarehungry,Shane Neeley,2020-04-13 23:31:52 UTC,2025-05-08 00:27:27 UTC,https://www.inaturalist.org/observations/42127309,https://inaturalist-open-data.s3.amazonaws.com/photos/67981230/medium.jpg,,,FALSE,"Sandy River, Troutdale, OR, US",45.53150022,-122.3732127,35,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
42293793,efb71eee-7375-4ec0-b240-d956f116d608,2020/04/15 6:57 PM HST,4/15/2020,2020-04-16 04:57:00 UTC,1016606,russelltomlin,,2020-04-16 04:57:15 UTC,2023-07-07 19:09:05 UTC,https://www.inaturalist.org/observations/42293793,https://inaturalist-open-data.s3.amazonaws.com/photos/67147541/medium.jpg,,,FALSE,"Lincoln County, OR, USA",44.41518425,-124.0333265,149,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
42436336,a773561c-95a4-4494-8dcb-47cb3fa8fd44,Fri Apr 17 2020 15:51:54 GMT-0700 (PDT),4/17/2020,2020-04-17 22:51:54 UTC,25763,leecain,Lee Cain,2020-04-18 01:02:44 UTC,2020-04-19 06:20:15 UTC,https://www.inaturalist.org/observations/42436336,https://inaturalist-open-data.s3.amazonaws.com/photos/67380702/medium.jpg,,,FALSE,United States,46.1229112,-123.8671832,2863,,,,obscured,open,TRUE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
42715138,17731520-d211-4925-ac78-5ad62b369cb8,Mon Apr 20 2020 16:36:46 GMT-0700 (PDT),4/20/2020,2020-04-20 23:36:46 UTC,25763,leecain,Lee Cain,2020-04-20 23:37:06 UTC,2024-07-27 02:37:34 UTC,https://www.inaturalist.org/observations/42715138,https://inaturalist-open-data.s3.amazonaws.com/photos/67834717/medium.jpg,,,FALSE,"Sunset Beach State Recreational Site, Warrenton, OR, US",46.09941395,-123.9361196,22,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
43011548,b340af6d-4f7f-4eef-bbce-b92432a6b241,2020/04/19 6:16 AM HST,4/19/2020,2020-04-19 16:16:00 UTC,25763,leecain,Lee Cain,2020-04-24 00:39:45 UTC,2024-07-27 02:43:58 UTC,https://www.inaturalist.org/observations/43011548,https://inaturalist-open-data.s3.amazonaws.com/photos/68293995/medium.jpeg,,0616:041920:36F:0000:CAMERA2:7E[117:0207]G[008:0x0006,FALSE,"Warrenton, OR, USA",46.16411908,-123.8894622,122,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
44433609,5b9f3207-bf4f-4b16-bf07-206cc9498b75,2020-04-30 8:56:28 AM PDT,4/30/2020,2020-04-30 15:56:28 UTC,2333647,penumbra,Christopher Haindel,2020-05-01 01:48:57 UTC,2020-05-01 05:53:10 UTC,https://www.inaturalist.org/observations/44433609,https://static.inaturalist.org/photos/70450025/medium.jpeg,,,FALSE,"Crescent, OR 97733, USA",43.45514097,-121.723884,,,,,,open,FALSE,gps,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
45332010,469c076a-8df8-47e1-a892-17d0c09c584d,Fri May 08 2020 19:50:46 GMT-0700 (PDT),5/8/2020,2020-05-09 02:50:46 UTC,2910612,twfischer,,2020-05-09 02:51:10 UTC,2020-08-14 18:57:44 UTC,https://www.inaturalist.org/observations/45332010,https://inaturalist-open-data.s3.amazonaws.com/photos/71879253/medium.jpg,,,FALSE,"Upper Applegate Rd, Jacksonville, OR, US",42.13856233,-123.0632086,11,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
47067365,98a50c69-904d-4ab9-8d8d-1f133d48bbf1,2020/05/23 3:47 PM UTC,5/23/2020,,2961251,mjwood77,,2020-05-24 03:28:36 UTC,2024-12-11 21:36:45 UTC,https://www.inaturalist.org/observations/47067365,https://inaturalist-open-data.s3.amazonaws.com/photos/74646477/medium.jpeg,,,FALSE,"Camp Sherman, OR 97730, USA",44.45639444,-121.6478056,10,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
47169864,98e9a4b8-2115-4a04-b03a-bc70d7fced9f,Sat May 23 2020 12:14:53 GMT-0700 (PDT),5/23/2020,2020-05-23 19:14:53 UTC,721912,maggieonline,Maggie Starr,2020-05-24 20:02:58 UTC,2023-03-14 05:37:49 UTC,https://www.inaturalist.org/observations/47169864,https://inaturalist-open-data.s3.amazonaws.com/photos/74807226/medium.jpg,,Trail came from and returned to the river. ,FALSE,cottonwood canyon state park,45.464972,-120.497147,92,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
47190983,7b12cbf8-791b-43ad-b882-0d736093ebdc,2020/05/06 5:37 PM PDT,5/6/2020,2020-05-07 00:37:00 UTC,354794,wescoaster,Eric Owen,2020-05-24 22:26:24 UTC,2024-07-27 02:53:03 UTC,https://www.inaturalist.org/observations/47190983,https://inaturalist-open-data.s3.amazonaws.com/photos/74840580/medium.jpeg,,Not great photos of a river otter swimming upstream,FALSE,"Warrenton, OR, USA",46.16084428,-123.925232,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
47291033,6bb2d55d-502e-48bc-9418-471cb6bcbf80,Mon May 25 2020 09:21:41 GMT-0700 (PDT),5/25/2020,2020-05-25 16:21:41 UTC,327525,brianalindh,Briana Lindh,2020-05-25 17:25:37 UTC,2020-08-14 19:01:46 UTC,https://www.inaturalist.org/observations/47291033,https://inaturalist-open-data.s3.amazonaws.com/photos/75001647/medium.jpg,,,FALSE,"Chemeketa St NE, Salem, OR, US",44.93686667,-123.0168833,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
47363395,9222ce6d-4e7f-4a2f-a23e-2aa404016e47,Mon May 25 2020 16:25:07 GMT-0700 (PDT),5/25/2020,2020-05-25 23:25:07 UTC,2941543,mountainstroh,,2020-05-26 03:18:31 UTC,2020-12-22 04:06:22 UTC,https://www.inaturalist.org/observations/47363395,https://inaturalist-open-data.s3.amazonaws.com/photos/75119089/medium.jpg,,,FALSE,"Siletz River, Lincoln City, OR, US",44.92583737,-124.0137402,45,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
47555858,44fdaa51-b017-4189-8153-7e11522309d4,2020/05/04 7:59 AM PDT,5/4/2020,2020-05-04 14:59:00 UTC,539881,cbruner,Camden Bruner,2020-05-27 21:17:25 UTC,2020-08-16 15:53:27 UTC,https://www.inaturalist.org/observations/47555858,https://inaturalist-open-data.s3.amazonaws.com/photos/75426499/medium.jpeg,,DCIM\100RECNX,FALSE,"Oregon, US",45.20447757,-123.9545591,5,,,,obscured,open,TRUE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
47979780,7db2196e-9cba-4b06-ae68-7204ac94088f,2016/11/06 3:50 PM HST,11/6/2016,2016-11-07 01:50:00 UTC,87803,pdx_pika,,2020-05-31 14:10:19 UTC,2020-05-31 14:30:37 UTC,https://www.inaturalist.org/observations/47979780,https://static.inaturalist.org/photos/76111734/medium.jpg,"Otter, Whitaker Ponds",,FALSE,"Cully, Portland, OR, USA",45.57336233,-122.6090098,177,,,,,open,FALSE,,Portland,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
50797321,925a1010-aa95-430c-bc2f-e7256d150567,2020-06-22 7:50:35 PM PDT,6/22/2020,2020-06-23 02:50:35 UTC,3030817,tvigeant,Tyler V,2020-06-24 18:09:43 UTC,2023-06-03 07:20:45 UTC,https://www.inaturalist.org/observations/50797321,https://static.inaturalist.org/photos/80683059/medium.jpeg,,,FALSE,"Lincoln City, OR 97367, USA",44.89548333,-124.0080694,,,,,,open,FALSE,gps,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
51034995,3929720b-0373-4c7f-b618-d0b774231e7d,2020/06/26 9:52 AM PDT,6/26/2020,2020-06-26 16:52:00 UTC,15366,mikepatterson,Mike Patterson,2020-06-26 22:29:22 UTC,2024-07-27 16:16:47 UTC,https://www.inaturalist.org/observations/51034995,https://inaturalist-open-data.s3.amazonaws.com/photos/81065860/medium.jpeg,,,FALSE,Hammond,46.20646336,-123.9513725,24,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
52441024,e879dd65-41ad-4122-b02f-928c1d706890,2020/07/08 10:42 AM PDT,7/8/2020,2020-07-08 17:42:00 UTC,387373,jayras,,2020-07-09 05:16:27 UTC,2021-03-06 05:21:42 UTC,https://www.inaturalist.org/observations/52441024,https://inaturalist-open-data.s3.amazonaws.com/photos/83364774/medium.jpg,,Caught and ate three crayfish.,FALSE,"Clatsop County, OR, USA",46.172312,-123.66477,100,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
52632464,8708bcca-b498-474b-b02a-85d16007143e,Fri Jul 03 2020 04:46:39 GMT-0700 (PDT),7/3/2020,2020-07-03 11:46:39 UTC,1745827,jackbark,,2020-07-11 01:15:18 UTC,2023-05-02 02:00:14 UTC,https://www.inaturalist.org/observations/52632464,https://inaturalist-open-data.s3.amazonaws.com/photos/83679888/medium.jpg,,,FALSE,"Hyatt Reservoir, Ashland, OR, US",42.18577496,-122.4538133,2807,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
52753742,a78211a4-3a5b-4ad4-a835-a1cecce7cc89,2020/07/11 2:12 PM PDT,7/11/2020,2020-07-11 21:12:00 UTC,246275,stevewarner,,2020-07-12 02:00:03 UTC,2024-07-27 16:30:18 UTC,https://www.inaturalist.org/observations/52753742,https://inaturalist-open-data.s3.amazonaws.com/photos/83879761/medium.jpeg,,,FALSE,"Seaside, OR 97138, USA",45.97929655,-123.9228603,61,,,,,open,FALSE,,"Seaside, OR",North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
53673133,e236e678-e4ec-4067-8f3a-5a213ddc1806,2020/07/19 10:53 AM PDT,7/19/2020,2020-07-19 17:53:00 UTC,15366,mikepatterson,Mike Patterson,2020-07-20 00:21:31 UTC,2024-07-27 16:35:15 UTC,https://www.inaturalist.org/observations/53673133,https://inaturalist-open-data.s3.amazonaws.com/photos/85374942/medium.jpeg,,,FALSE,Lewis And Clark River,46.07684036,-123.8446697,122,,,,,open,FALSE,,,vydra severoamerická,Lontra canadensis,North American River Otter,Mammalia,41777
53735056,8e7b1b9f-0357-4485-b4e3-3e64a2899c24,Mon Jul 20 2020 09:20:41 GMT-0600 (MDT),7/20/2020,2020-07-20 15:20:41 UTC,145012,micahlauer,Micah Lauer,2020-07-20 15:23:41 UTC,2020-08-16 15:56:03 UTC,https://www.inaturalist.org/observations/53735056,https://inaturalist-open-data.s3.amazonaws.com/photos/85477381/medium.jpg,,There were at least three of them. Den site. ,FALSE,"Kent, Condon, OR, US",45.19928259,-120.5135861,140,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
54576418,8e3858b2-6733-4ced-b420-418ca3a5017e,2019/04/18 6:10 PM PDT,4/18/2019,2019-04-19 01:10:00 UTC,387421,seymoregulls,Seymore Gulls,2020-07-27 23:09:12 UTC,2020-08-14 12:30:47 UTC,https://www.inaturalist.org/observations/54576418,https://inaturalist-open-data.s3.amazonaws.com/photos/86846952/medium.jpg,,,FALSE,"Northeast Portland, Portland, OR, USA",45.59861066,-122.6060586,685,,,,,open,FALSE,,Portland,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
54704939,c1a65aa9-23f7-4a5c-8df8-1dc990da6b45,2020/07/27 1:09 PM MDT,7/27/2020,2020-07-27 19:09:00 UTC,2012901,vontos,Evan Carlson,2020-07-29 04:15:49 UTC,2024-12-10 15:14:35 UTC,https://www.inaturalist.org/observations/54704939,https://static.inaturalist.org/photos/87061504/medium.jpeg,,,FALSE,"Deschutes County, OR, USA",44.36784937,-121.1395298,20,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
55233068,aebd2506-bac8-4b82-970a-38e043a73446,2020/08/01 7:27 AM MST,8/1/2020,2020-08-01 14:27:00 UTC,1083242,hthroop,Heather Throop,2020-08-03 01:39:13 UTC,2020-10-30 20:45:16 UTC,https://www.inaturalist.org/observations/55233068,https://inaturalist-open-data.s3.amazonaws.com/photos/87933944/medium.jpg,,,FALSE,"Seal Rock, OR 97376, USA",44.48875556,-124.0851889,24,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
55770395,b5eac125-c98e-44b7-8f09-685b2e4eb903,2020/08/06 7:17 AM PDT,8/6/2020,2020-08-06 14:17:00 UTC,2677241,flammulated,Noah Strycker,2020-08-08 06:12:24 UTC,2020-12-15 10:26:46 UTC,https://www.inaturalist.org/observations/55770395,https://inaturalist-open-data.s3.amazonaws.com/photos/88817242/medium.jpeg,,,FALSE,"Lane County, OR, USA",44.06963667,-123.2637817,,,,,,open,FALSE,,,Канадская выдра,Lontra canadensis,North American River Otter,Mammalia,41777
56071700,70b5852c-cf50-4bc0-bfdc-60d5989ac0ef,2020/08/08 7:32 AM PDT,8/8/2020,2020-08-08 14:32:00 UTC,510442,hfb,Heather Fulton-Bennett,2020-08-10 22:10:12 UTC,2020-12-22 04:04:57 UTC,https://www.inaturalist.org/observations/56071700,https://static.inaturalist.org/photos/89324230/medium.jpg,,,FALSE,"Lincoln County, OR, USA",44.5220606,-124.0723682,377,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
56096835,aeb06c52-d04d-4783-a19e-6376de91d993,2020/08/10 12:16 PM PDT,8/10/2020,2020-08-10 19:16:00 UTC,1110622,andyfrank,Andy Frank,2020-08-11 03:49:28 UTC,2024-12-10 01:42:59 UTC,https://www.inaturalist.org/observations/56096835,https://inaturalist-open-data.s3.amazonaws.com/photos/89368587/medium.jpeg,,River Otter,FALSE,"Camp Sherman, OR 97730, USA",44.46038667,-121.6435917,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
56255425,68932388-3ba4-486f-9301-02acfab8e961,2020-08-12 6:48:32 AM PDT,8/12/2020,2020-08-12 13:48:32 UTC,1660275,cmarksfife,Chad Marks-Fife,2020-08-12 20:10:28 UTC,2024-12-09 15:46:01 UTC,https://www.inaturalist.org/observations/56255425,https://static.inaturalist.org/photos/89635799/medium.jpg,,,FALSE,"Crook County, US-OR, US",44.16360133,-120.5114342,175,,,,obscured,open,TRUE,gps,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
56910122,51821eed-8ed7-483f-810e-959b04e20b71,Tue Aug 18 2020 19:03:06 GMT-0700 (PDT),8/18/2020,2020-08-19 02:03:06 UTC,1059987,luissanchezr,,2020-08-19 05:16:48 UTC,2024-12-09 15:45:38 UTC,https://www.inaturalist.org/observations/56910122,https://static.inaturalist.org/photos/90729436/medium.jpg,,,FALSE,"Smith Rock State Park, Terrebonne, OR, US",44.36612167,-121.144775,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
56989583,6b7e96ec-8150-49ff-811e-b26b85927047,2020/08/18 10:26 AM CDT,8/18/2020,2020-08-18 15:26:00 UTC,455625,dialbforbirder,Andrew Aldrich,2020-08-20 01:33:05 UTC,2020-08-21 00:06:05 UTC,https://www.inaturalist.org/observations/56989583,https://inaturalist-open-data.s3.amazonaws.com/photos/90864018/medium.jpg,,,FALSE,"Multnomah County, OR, USA",45.50090494,-122.3053653,643,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
57084991,b466b04c-3526-44f9-a9e2-c932a177c366,Mon Aug 10 2020 07:50:08 GMT-0700 (PDT),8/10/2020,2020-08-10 14:50:08 UTC,1117485,oregonbirder0,Oregon Birder,2020-08-21 01:34:38 UTC,2020-08-21 01:55:41 UTC,https://www.inaturalist.org/observations/57084991,https://static.inaturalist.org/photos/91026687/medium.jpg,,,FALSE,"Necanicum River, Seaside, OR, US",46.01610278,-123.91648,5,,,,,open,FALSE,,"Seaside, OR",Nutria de río norteamericana,Lontra canadensis,North American River Otter,Mammalia,41777
57096803,82d36d86-79dd-4056-844d-b97201d47503,2020/08/20 7:54 AM HST,8/20/2020,2020-08-20 17:54:00 UTC,1016606,russelltomlin,,2020-08-21 04:43:03 UTC,2023-07-07 23:21:28 UTC,https://www.inaturalist.org/observations/57096803,https://inaturalist-open-data.s3.amazonaws.com/photos/91047339/medium.jpg,,,FALSE,"Lincoln County, OR, USA",44.41548438,-124.0343686,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
57384394,6fbd3940-7f97-4683-864e-4c6966c23da7,2020/06/14 10:47 AM PDT,6/14/2020,2020-06-14 17:47:00 UTC,3505685,danithedeer,Dani,2020-08-23 21:45:17 UTC,2024-12-09 15:44:54 UTC,https://www.inaturalist.org/observations/57384394,https://inaturalist-open-data.s3.amazonaws.com/photos/91524806/medium.jpg,,,FALSE,"Camp Sherman, OR 97730, USA",44.43476811,-121.6383719,47,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
58609321,37003859-8572-46b7-a0b9-ec5937f4e065,2020/09/03 10:51 AM PDT,9/3/2020,2020-09-03 17:51:00 UTC,15366,mikepatterson,Mike Patterson,2020-09-05 15:49:35 UTC,2020-10-28 20:13:26 UTC,https://www.inaturalist.org/observations/58609321,https://inaturalist-open-data.s3.amazonaws.com/photos/93584321/medium.jpeg,,,FALSE,Trestle Bay - Ft Stevens SP,46.22382525,-123.9876351,113,,,,,open,FALSE,,,Nutria de río norteamericana,Lontra canadensis,North American River Otter,Mammalia,41777
58661659,e0cf7fc2-a518-41ba-8b8d-53202f8b61d5,2020/09/02 7:46 AM UTC,9/2/2020,,2337669,nlohalloran,,2020-09-05 23:18:10 UTC,2021-11-03 16:22:17 UTC,https://www.inaturalist.org/observations/58661659,https://inaturalist-open-data.s3.amazonaws.com/photos/93667726/medium.jpeg,,,FALSE,"Harney County, OR, USA",42.86460851,-118.8881866,1041,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
59195480,aa860c98-4432-40ae-96b2-d963f45d18ea,2020/09/06 8:52 AM PDT,9/6/2020,2020-09-06 15:52:00 UTC,520787,donhenise,Don Henise,2020-09-11 04:45:31 UTC,2020-09-12 18:21:05 UTC,https://www.inaturalist.org/observations/59195480,https://inaturalist-open-data.s3.amazonaws.com/photos/94568954/medium.jpg,,"North American River Otter (Lontra canadensis) - North Spit--Weyco Settling Pond, North Bend, Coos County, Oregon",FALSE,"Coos County, OR, USA",43.42367333,-124.2831583,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
59650805,972a56d6-ef00-43bd-a624-1728e235db37,2020/04/03 4:08 PM PDT,4/3/2020,2020-04-03 23:08:00 UTC,416993,umpquamatt,Matt Hunter,2020-09-15 03:55:55 UTC,2020-09-15 16:43:40 UTC,https://www.inaturalist.org/observations/59650805,https://static.inaturalist.org/photos/95325281/medium.jpg,,,FALSE,"Douglas County, OR, USA",43.78869722,-123.8176924,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
60675068,bd5b960b-6fc0-4c0f-b9ba-8bf06af82cd7,2020/09/05 1:03 AM PDT,9/5/2020,2020-09-05 08:03:00 UTC,2421248,stevedimock,Steve Dimock,2020-09-25 02:04:01 UTC,2024-05-30 02:26:58 UTC,https://www.inaturalist.org/observations/60675068,https://inaturalist-open-data.s3.amazonaws.com/photos/97036773/medium.jpg,,,FALSE,"Curry County, OR, USA",42.90285446,-124.5020601,15,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
